heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
10,19,3,2026,4.0,20.0,25.0,10.86,21.376,367.954,0.5788,2.336,1.199,1.006,0.0,0.0,0.124,0,0.2126,0.117
11,19,3,2026,4.0,20.0,25.0,11.915,21.613,505.144,0.3289,2.976,1.326,0.994,0.0,0.0,0.747,0,0.2199,0.1302
12,19,3,2026,4.0,20.0,25.0,13.311,21.463,650.831,0.1712,3.889,1.029,0.501,0.0,0.0,2.987,0,0.2114,0.1302
13,19,3,2026,4.0,20.0,25.0,15.35,22.055,621.613,0.1152,3.91,1.004,0.729,0.0,0.0,5.055,0,0.2138,0.1316
14,19,3,2026,4.0,20.0,25.0,16.041,22.212,637.988,0.3351,3.847,1.051,0.459,0.0,0.0,7.275,0,0.1746,0.109
15,19,3,2026,4.0,20.0,25.0,17.619,22.572,600.289,0.2253,3.552,0.762,1.148,0.0,0.0,8.835,0,0.1739,0.0994
16,19,3,2026,4.0,20.0,25.0,17.869,22.194,510.53,0.2455,2.866,0.987,0.542,0.0,0.0,10.104,0,0.1725,0.1029
17,19,3,2026,4.0,20.0,25.0,18.51,21.771,394.396,0.6809,2.37,1.006,1.038,0.0,0.0,10.415,0,0.1727,0.1013
18,19,3,2026,4.0,20.0,25.0,17.248,21.779,208.388,0.8859,1.242,0.908,1.389,0.0,0.0,9.304,0,0.179,0.1139
19,19,3,2026,4.0,20.0,25.0,16.352,21.081,45.07,0.761,0.208,1.029,1.589,0.0,0.0,6.767,0,0.1772,0.1056
20,19,3,2026,4.0,20.0,25.0,16.676,20.606,35.992,0.6522,0.309,0.996,1.41,0.0,0.0,4.559,0,0.1575,0.0946
21,19,3,2026,4.0,20.0,25.0,13.292,21.208,73.362,0.5331,0.311,0.943,1.201,0.0,0.0,2.629,0,0.1619,0.0981
22,19,3,2026,4.0,20.0,25.0,11.602,20.63,0.0,0.4415,0.0,0.91,1.013,0.0,0.0,0.604,0,0.1841,0.1039
23,19,3,2026,4.0,20.0,25.0,12.056,20.302,0.0,0.2095,0.0,1.213,0.295,0.934,0.0,0.0,0,0.2301,0.1407
0,20,3,2026,4.0,20.0,25.0,10.871,19.04,21.904,0.1095,0.136,1.314,0.713,0.0,0.0,4.009,0,0.1674,0.1032
1,20,3,2026,4.0,20.0,25.0,10.275,19.749,0.0,0.0386,0.0,1.163,0.086,0.0,0.0,2.693,0,0.1458,0.086
2,20,3,2026,4.0,20.0,25.0,8.59,20.177,0.0,0.1578,0.0,1.226,0.508,0.0,0.0,0.868,0,0.1601,0.1002
3,20,3,2026,4.0,20.0,25.0,7.464,19.861,22.42,0.0401,0.213,1.293,0.003,0.258,0.0,0.0,0,0.1756,0.1087
4,20,3,2026,4.0,20.0,25.0,5.806,19.98,0.0,0.0,0.0,1.413,0.088,1.501,0.0,0.0,0,0.1501,0.0823
5,20,3,2026,4.0,20.0,25.0,7.48,19.47,11.761,0.1916,0.0,1.164,0.39,1.554,0.0,0.0,0,0.1927,0.1159
6,20,3,2026,4.0,20.0,25.0,6.612,21.079,0.0,0.3402,0.105,1.371,0.499,1.765,0.0,0.0,0,0.1816,0.102
7,20,3,2026,4.0,20.0,25.0,6.244,20.701,0.0,0.6991,0.099,1.002,1.286,2.19,0.0,0.0,1,0.1575,0.0922
8,20,3,2026,4.0,20.0,25.0,5.851,20.462,84.824,1.0,0.462,1.306,1.981,2.825,0.0,0.0,1,0.2212,0.1329
9,20,3,2026,4.0,20.0,25.0,8.559,21.803,157.072,0.8033,0.868,1.146,1.58,1.858,0.0,0.0,1,0.2196,0.1403
10,20,3,2026,4.0,20.0,25.0,10.26,21.376,376.954,0.5788,2.39,1.216,1.006,0.0,0.0,0.159,0,0.2126,0.117
11,20,3,2026,4.0,20.0,25.0,11.515,21.613,503.144,0.3289,2.964,1.338,0.994,0.0,0.0,0.759,0,0.2199,0.1302
12,20,3,2026,4.0,20.0,25.0,13.311,21.463,648.531,0.1712,3.875,1.029,0.501,0.0,0.0,2.986,0,0.2114,0.1302
13,20,3,2026,4.0,20.0,25.0,15.15,22.055,627.813,0.1152,3.947,1.01,0.729,0.0,0.0,5.084,0,0.2138,0.1316
14,20,3,2026,4.0,20.0,25.0,15.941,22.212,646.988,0.3351,3.901,1.054,0.459,0.0,0.0,7.352,0,0.2196,0.136
15,20,3,2026,4.0,20.0,25.0,17.119,22.572,607.989,0.2253,3.598,0.777,1.148,0.0,0.0,8.942,0,0.2189,0.1264
16,20,3,2026,4.0,20.0,25.0,16.869,22.194,514.33,0.2455,2.888,1.009,0.542,0.0,0.0,10.212,0,0.2175,0.1299
17,20,3,2026,4.0,20.0,25.0,17.41,21.771,395.396,0.6809,2.376,1.037,1.038,0.0,0.0,10.499,0,0.2177,0.1283
18,20,3,2026,4.0,20.0,25.0,16.148,21.779,210.388,0.8859,1.254,0.941,1.389,0.0,0.0,9.366,0,0.224,0.1409
19,20,3,2026,4.0,20.0,25.0,15.352,21.081,48.37,0.761,0.228,1.059,1.589,0.0,0.0,6.818,0,0.2222,0.1326
20,20,3,2026,4.0,20.0,25.0,15.776,20.606,35.992,0.6522,0.309,1.023,1.41,0.0,0.0,4.582,0,0.2025,0.1216
21,20,3,2026,4.0,20.0,25.0,13.092,21.208,73.362,0.5331,0.311,0.949,1.201,0.0,0.0,2.646,0,0.2069,0.1251
22,20,3,2026,4.0,20.0,25.0,10.902,20.63,0.0,0.4415,0.0,0.931,1.013,0.0,0.0,0.599,0,0.2291,0.1309
23,20,3,2026,4.0,20.0,25.0,11.256,20.302,0.0,0.2095,0.0,1.237,0.295,0.963,0.0,0.0,0,0.1851,0.1137
0,20,3,2026,4.0,20.0,25.0,10.871,19.04,21.904,0.1095,0.136,1.314,0.713,0.0,0.0,4.009,0,0.1674,0.1032
1,20,3,2026,4.0,20.0,25.0,10.275,19.749,0.0,0.0386,0.0,1.163,0.086,0.0,0.0,2.693,0,0.1458,0.086
2,20,3,2026,4.0,20.0,25.0,8.59,20.177,0.0,0.1578,0.0,1.226,0.508,0.0,0.0,0.868,0,0.1601,0.1002
3,20,3,2026,4.0,20.0,25.0,7.464,19.861,22.42,0.0401,0.213,1.293,0.003,0.258,0.0,0.0,0,0.1756,0.1087
4,20,3,2026,4.0,20.0,25.0,5.806,19.98,0.0,0.0,0.0,1.413,0.088,1.501,0.0,0.0,0,0.1501,0.0823
5,20,3,2026,4.0,20.0,25.0,7.48,19.47,11.761,0.1916,0.0,1.164,0.39,1.554,0.0,0.0,0,0.1927,0.1159
6,20,3,2026,4.0,20.0,25.0,6.612,21.079,0.0,0.3402,0.105,1.371,0.499,1.765,0.0,0.0,0,0.1816,0.102
7,20,3,2026,4.0,20.0,25.0,6.244,20.701,0.0,0.6991,0.099,1.002,1.286,2.19,0.0,0.0,1,0.1575,0.0922
8,20,3,2026,4.0,20.0,25.0,5.851,20.462,84.824,1.0,0.462,1.306,1.981,2.825,0.0,0.0,1,0.2212,0.1329
9,20,3,2026,4.0,20.0,25.0,8.559,21.803,157.072,0.8033,0.868,1.146,1.58,1.858,0.0,0.0,1,0.2196,0.1403
10,20,3,2026,4.0,20.0,25.0,10.26,21.376,376.954,0.5788,2.39,1.216,1.006,0.0,0.0,0.159,0,0.2126,0.117
11,20,3,2026,4.0,20.0,25.0,11.515,21.613,503.144,0.3289,2.964,1.338,0.994,0.0,0.0,0.759,0,0.2199,0.1302
12,20,3,2026,4.0,20.0,25.0,13.311,21.463,648.531,0.1712,3.875,1.029,0.501,0.0,0.0,2.986,0,0.2114,0.1302
13,20,3,2026,4.0,20.0,25.0,15.15,22.055,627.813,0.1152,3.947,1.01,0.729,0.0,0.0,5.084,0,0.2138,0.1316
14,20,3,2026,4.0,20.0,25.0,15.941,22.212,646.988,0.3351,3.901,1.054,0.459,0.0,0.0,7.352,0,0.2196,0.136
15,20,3,2026,4.0,20.0,25.0,17.119,22.572,607.989,0.2253,3.598,0.777,1.148,0.0,0.0,8.942,0,0.2189,0.1264
16,20,3,2026,4.0,20.0,25.0,16.869,22.194,514.33,0.2455,2.888,1.009,0.542,0.0,0.0,10.212,0,0.2175,0.1299
17,20,3,2026,4.0,20.0,25.0,17.41,21.771,395.396,0.6809,2.376,1.037,1.038,0.0,0.0,10.499,0,0.2177,0.1283
18,20,3,2026,4.0,20.0,25.0,16.148,21.779,210.388,0.8859,1.254,0.941,1.389,0.0,0.0,9.366,0,0.224,0.1409
19,20,3,2026,4.0,20.0,25.0,15.352,21.081,48.37,0.761,0.228,1.059,1.589,0.0,0.0,6.818,0,0.2222,0.1326
20,20,3,2026,4.0,20.0,25.0,15.776,20.606,35.992,0.6522,0.309,1.023,1.41,0.0,0.0,4.582,0,0.2025,0.1216
21,20,3,2026,4.0,20.0,25.0,13.092,21.208,73.362,0.5331,0.311,0.949,1.201,0.0,0.0,2.646,0,0.2069,0.1251
22,20,3,2026,4.0,20.0,25.0,10.902,20.63,0.0,0.4415,0.0,0.931,1.013,0.0,0.0,0.599,0,0.2291,0.1309
23,20,3,2026,4.0,20.0,25.0,11.256,20.302,0.0,0.2095,0.0,1.237,0.295,0.963,0.0,0.0,0,0.1851,0.1137
0,20,3,2026,4.0,20.0,25.0,10.871,19.04,21.904,0.1095,0.136,1.314,0.713,0.0,0.0,4.009,0,0.1674,0.1032
1,20,3,2026,4.0,20.0,25.0,10.275,19.749,0.0,0.0386,0.0,1.163,0.086,0.0,0.0,2.693,0,0.1458,0.086
2,20,3,2026,4.0,20.0,25.0,8.59,20.177,0.0,0.1578,0.0,1.226,0.508,0.0,0.0,0.868,0,0.1601,0.1002
3,20,3,2026,4.0,20.0,25.0,7.464,19.861,22.42,0.0401,0.213,1.293,0.003,0.258,0.0,0.0,0,0.1756,0.1087
4,20,3,2026,4.0,20.0,25.0,5.806,19.98,0.0,0.0,0.0,1.413,0.088,1.501,0.0,0.0,0,0.1501,0.0823
5,20,3,2026,4.0,20.0,25.0,7.48,19.47,11.761,0.1916,0.0,1.164,0.39,1.554,0.0,0.0,0,0.1927,0.1159
6,20,3,2026,4.0,20.0,25.0,6.612,21.079,0.0,0.3402,0.105,1.371,0.499,1.765,0.0,0.0,0,0.1816,0.102
7,20,3,2026,4.0,20.0,25.0,6.244,20.701,0.0,0.6991,0.099,1.002,1.286,2.19,0.0,0.0,1,0.1575,0.0922
8,20,3,2026,4.0,20.0,25.0,5.851,20.462,84.824,1.0,0.462,1.306,1.981,2.825,0.0,0.0,1,0.2212,0.1329
9,20,3,2026,4.0,20.0,25.0,8.559,21.803,157.072,0.8033,0.868,1.146,1.58,1.858,0.0,0.0,1,0.2196,0.1403
10,20,3,2026,4.0,20.0,25.0,10.26,21.376,376.954,0.5788,2.39,1.216,1.006,0.0,0.0,0.159,0,0.2126,0.117
11,20,3,2026,4.0,20.0,25.0,11.515,21.613,503.144,0.3289,2.964,1.338,0.994,0.0,0.0,0.759,0,0.2199,0.1302
12,20,3,2026,4.0,20.0,25.0,13.311,21.463,648.531,0.1712,3.875,1.029,0.501,0.0,0.0,2.986,0,0.2114,0.1302
13,20,3,2026,4.0,20.0,25.0,15.15,22.055,627.813,0.1152,3.947,1.01,0.729,0.0,0.0,5.084,0,0.2138,0.1316
14,20,3,2026,4.0,20.0,25.0,15.941,22.212,646.988,0.3351,3.901,1.054,0.459,0.0,0.0,7.352,0,0.2196,0.136
15,20,3,2026,4.0,20.0,25.0,17.119,22.572,607.989,0.2253,3.598,0.777,1.148,0.0,0.0,8.942,0,0.2189,0.1264
16,20,3,2026,4.0,20.0,25.0,16.869,22.194,514.33,0.2455,2.888,1.009,0.542,0.0,0.0,10.212,0,0.2175,0.1299
17,20,3,2026,4.0,20.0,25.0,17.41,21.771,395.396,0.6809,2.376,1.037,1.038,0.0,0.0,10.499,0,0.2177,0.1283
18,20,3,2026,4.0,20.0,25.0,16.148,21.779,210.388,0.8859,1.254,0.941,1.389,0.0,0.0,9.366,0,0.224,0.1409
19,20,3,2026,4.0,20.0,25.0,15.352,21.081,48.37,0.761,0.228,1.059,1.589,0.0,0.0,6.818,0,0.2222,0.1326
20,20,3,2026,4.0,20.0,25.0,15.776,20.606,35.992,0.6522,0.309,1.023,1.41,0.0,0.0,4.582,0,0.2025,0.1216
21,20,3,2026,4.0,20.0,25.0,13.092,21.208,73.362,0.5331,0.311,0.949,1.201,0.0,0.0,2.646,0,0.2069,0.1251
22,20,3,2026,4.0,20.0,25.0,10.902,20.63,0.0,0.4415,0.0,0.931,1.013,0.0,0.0,0.599,0,0.2291,0.1309
23,20,3,2026,4.0,20.0,25.0,11.256,20.302,0.0,0.2095,0.0,1.237,0.295,0.963,0.0,0.0,0,0.1851,0.1137
